赛别,序号,对手,胜负,球员,出场时间,投篮,三分,罚球,前场,后场,篮板,助攻,犯规,抢断,失误,封盖,得分
常规赛,1,尼克斯,胜,霍乐迪,35,4/10,1/5,3/4,2,2,4,2,3,0,2,3,9
常规赛,1,尼克斯,胜,怀特,32,4/6,1/3,3/4,0,6,6,2,3,2,1,1,12
常规赛,1,尼克斯,胜,塔特姆,39,13/22,3/8,5/6,0,11,11,4,3,2,4,1,34
常规赛,1,尼克斯,胜,布朗,38,4/11,0/4,3/4,0,6,6,5,5,1,2,0,11
常规赛,1,尼克斯,胜,波尔津吉斯,38,8/15,5/9,9/10,1,7,8,0,4,0,1,4,30
常规赛,1,尼克斯,胜,霍福德,26,3/4,2/3,0/0,3,4,7,2,2,0,3,0,8
常规赛,1,尼克斯,胜,豪瑟,14,0/4,0/4,0/0,0,2,2,0,1,1,0,1,0
常规赛,1,尼克斯,胜,普理查德,11,1/4,0/3,2/2,0,1,1,1,1,0,0,0,4
常规赛,1,尼克斯,胜,科内特,8,0/1,0/0,0/0,1,0,1,2,0,0,0,1,0
常规赛,2,热火,胜,霍乐迪,36,7/13,1/4,2/2,2,8,10,7,2,0,1,1,17
常规赛,2,热火,胜,怀特,36,9/15,5/7,5/6,3,3,6,3,1,1,2,3,28
常规赛,2,热火,胜,塔特姆,41,9/22,3/10,1/3,0,8,8,5,4,1,2,0,22
常规赛,2,热火,胜,布朗,34,11/22,3/7,2/4,2,4,6,1,1,2,4,0,27
常规赛,2,热火,胜,波尔津吉斯,30,6/12,2/6,3/4,3,6,9,1,6,3,1,1,17
常规赛,2,热火,胜,霍福德,25,0/6,0/2,0/0,3,7,10,2,1,0,3,1,0
常规赛,2,热火,胜,布里塞特,14,1/2,0/0,0/0,3,2,5,0,1,0,2,0,2
常规赛,2,热火,胜,普理查德,13,1/1,1/1,0/0,0,0,0,1,2,0,0,0,3
常规赛,2,热火,胜,豪瑟,10,1/2,1/2,0/0,0,1,1,0,1,0,0,0,3
常规赛,3,奇才,胜,霍乐迪,27,4/7,1/3,2/2,1,4,5,3,1,1,1,2,11
常规赛,3,奇才,胜,怀特,24,2/3,1/2,0/0,1,0,1,8,1,2,2,1,5
常规赛,3,奇才,胜,布朗,32,13/24,8/13,2/4,0,6,6,2,3,3,0,1,36
常规赛,3,奇才,胜,塔特姆,28,14/21,4/9,1/1,0,6,6,3,2,0,2,0,33
常规赛,3,奇才,胜,波尔津吉斯,24,7/9,1/2,0/0,0,6,6,3,2,0,2,1,15
常规赛,3,奇才,胜,豪瑟,25,3/10,2/9,0/0,3,5,8,1,3,0,1,1,8
常规赛,3,奇才,胜,普理查德,25,0/8,0/6,0/0,1,6,7,6,3,1,4,0,0
常规赛,3,奇才,胜,霍福德,16,4/9,0/3,0/0,4,1,5,1,1,2,0,0,8
常规赛,3,奇才,胜,科内特,11,0/0,0/0,0/0,0,1,1,1,1,0,1,0,0
常规赛,3,奇才,胜,布里塞特,10,0/4,0/2,0/0,1,1,2,1,2,1,0,0,0
常规赛,3,奇才,胜,班顿,10,1/3,0/1,0/0,2,0,2,1,1,0,1,0,2
常规赛,3,奇才,胜,史蒂文斯,6,2/2,1/1,0/0,2,0,2,0,1,0,3,0,5
常规赛,3,奇才,胜,米哈伊柳克,5,1/2,1/2,0/0,0,0,0,1,0,1,0,0,3
常规赛,4,步行者,胜,怀特,27,7/10,4/7,0/0,1,2,3,4,3,0,2,0,18
常规赛,4,步行者,胜,霍乐迪,25,6/9,3/4,0/0,0,7,7,4,0,0,1,1,15
常规赛,4,步行者,胜,塔特姆,27,9/15,3/5,9/10,2,10,12,4,1,0,2,0,30
常规赛,4,步行者,胜,布朗,25,7/15,0/1,2/2,1,6,7,1,3,0,2,0,16
常规赛,4,步行者,胜,波尔津吉斯,27,3/7,1/3,6/6,1,5,6,2,3,0,2,0,13
常规赛,4,步行者,胜,普理查德,26,6/10,2/3,1/1,1,3,4,9,2,0,0,0,15
常规赛,4,步行者,胜,布里塞特,20,1/4,0/1,2/2,0,1,1,0,0,2,0,0,4
常规赛,4,步行者,胜,豪瑟,19,5/7,5/6,2/2,0,3,3,0,3,1,1,0,17
常规赛,4,步行者,胜,霍福德,11,1/3,1/1,2/2,2,2,4,0,0,1,1,1,5
常规赛,4,步行者,胜,米哈伊柳克,11,2/6,1/4,0/0,0,3,3,0,0,0,0,0,5
常规赛,4,步行者,胜,班顿,8,4/4,0/0,3/3,0,3,3,1,2,1,0,0,11
常规赛,4,步行者,胜,史蒂文斯,7,2/4,0/0,0/0,2,0,2,2,2,0,0,0,4
常规赛,4,步行者,胜,科内特,6,1/1,0/0,0/0,1,1,2,0,0,0,0,0,2
常规赛,5,篮网,胜,霍乐迪,40,6/15,4/9,2/2,4,5,9,10,1,0,3,1,18
常规赛,5,篮网,胜,布朗,35,7/22,2/11,7/8,0,5,5,4,4,0,2,1,23
常规赛,5,篮网,胜,塔特姆,41,10/20,2/11,7/8,1,10,11,1,1,0,3,0,32
常规赛,5,篮网,胜,霍福德,30,4/7,0/3,0/0,2,5,7,3,1,1,0,1,8
常规赛,5,篮网,胜,波尔津吉斯,30,8/10,1/2,5/8,2,5,7,1,2,0,1,3,22
常规赛,5,篮网,胜,普理查德,19,0/4,0/4,0/0,0,0,0,2,2,0,1,0,0
常规赛,5,篮网,胜,豪瑟,19,2/3,1/2,0/0,0,1,1,0,3,2,1,0,5
常规赛,5,篮网,胜,科内特,15,5/5,0/0,1/1,0,7,7,0,3,1,0,0,11
常规赛,5,篮网,胜,布里塞特,10,1/4,1/4,2/2,1,2,3,1,0,0,0,0,5
常规赛,6,森林狼,负,霍乐迪,42,4/16,0/4,4/6,3,8,11,6,3,1,3,0,12
常规赛,6,森林狼,负,布朗,39,10/21,3/8,3/4,0,7,7,4,5,1,3,0,26
常规赛,6,森林狼,负,塔特姆,43,12/22,2/8,6/8,0,5,5,2,2,5,6,0,32
常规赛,6,森林狼,负,霍福德,36,1/5,1/4,0/0,2,3,5,4,4,1,2,0,3
常规赛,6,森林狼,负,波尔津吉斯,36,5/14,2/6,8/10,1,4,5,1,5,1,1,1,20
常规赛,6,森林狼,负,豪瑟,25,3/8,3/8,2/2,1,3,4,0,3,1,1,1,11
常规赛,6,森林狼,负,普理查德,20,0/3,0/1,0/0,3,3,6,3,2,0,0,0,0
常规赛,6,森林狼,负,科内特,16,1/2,0/0,3/4,1,0,1,0,2,2,0,0,5
常规赛,6,森林狼,负,史蒂文斯,4,0/1,0/0,0/0,0,1,1,0,0,1,0,0,0
常规赛,6,森林狼,负,米哈伊柳克,4,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0
常规赛,7,76人,负,怀特,38,6/18,3/11,4/4,1,3,4,5,3,2,2,1,19
常规赛,7,76人,负,霍乐迪,35,4/9,2/3,2/2,1,4,5,5,1,1,2,0,12
常规赛,7,76人,负,塔特姆,37,6/14,2/6,2/3,1,14,15,6,2,3,2,0,16
常规赛,7,76人,负,布朗,36,4/13,2/7,1/2,0,2,2,2,2,1,4,1,11
常规赛,7,76人,负,波尔津吉斯,31,10/19,2/6,7/8,4,2,6,3,4,0,0,1,29
常规赛,7,76人,负,霍福德,26,1/6,1/6,0/0,0,5,5,3,1,0,1,2,3
常规赛,7,76人,负,豪瑟,19,5/8,3/6,0/0,0,4,4,0,0,1,0,1,13
常规赛,7,76人,负,普理查德,16,0/4,0/2,0/0,2,0,2,4,0,0,1,0,0
常规赛,7,76人,负,科内特,3,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0
常规赛,8,篮网,胜,霍乐迪,33,6/14,1/5,0/0,3,9,12,9,2,2,0,0,13
常规赛,8,篮网,胜,怀特,27,4/10,2/5,1/2,0,4,4,5,2,0,0,1,11
常规赛,8,篮网,胜,塔特姆,33,6/17,4/11,7/9,1,9,10,3,1,0,2,0,23
常规赛,8,篮网,胜,布朗,29,10/19,5/9,3/5,0,3,3,5,0,1,3,0,28
常规赛,8,篮网,胜,波尔津吉斯,25,2/4,0/2,5/5,0,2,2,2,2,0,0,1,9
常规赛,8,篮网,胜,普理查德,30,5/10,2/7,1/2,4,1,5,3,1,1,0,0,13
常规赛,8,篮网,胜,豪瑟,25,5/10,5/10,0/0,1,1,2,1,1,0,0,0,15
常规赛,8,篮网,胜,科内特,18,3/5,0/0,1/1,6,3,9,1,1,0,0,1,7
常规赛,8,篮网,胜,米哈伊柳克,9,0/1,0/1,0/0,0,1,1,0,1,0,2,0,0
常规赛,8,篮网,胜,布里塞特,8,0/3,0/2,2/4,1,2,3,0,2,1,0,0,2
常规赛,8,篮网,胜,班顿,4,0/1,0/0,0/0,1,0,1,0,0,0,0,0,0
常规赛,9,猛龙,胜,霍乐迪,30,4/9,0/2,0/0,0,3,3,7,2,1,4,2,8
常规赛,9,猛龙,胜,怀特,26,2/5,0/3,0/1,0,4,4,5,2,0,0,1,4
常规赛,9,猛龙,胜,塔特姆,34,10/18,3/9,4/6,0,5,5,4,2,0,1,1,27
常规赛,9,猛龙,胜,布朗,32,12/20,3/8,2/3,1,4,5,2,1,0,2,0,29
常规赛,9,猛龙,胜,波尔津吉斯,28,9/14,3/7,0/1,0,7,7,3,1,0,3,0,21
常规赛,9,猛龙,胜,普理查德,24,2/5,1/2,2/2,3,3,6,4,1,0,1,0,7
常规赛,9,猛龙,胜,霍福德,24,3/5,1/3,0/0,1,6,7,4,2,0,0,0,7
常规赛,9,猛龙,胜,豪瑟,18,4/6,4/6,0/0,0,4,4,0,2,0,0,0,12
常规赛,9,猛龙,胜,科内特,9,1/1,0/0,0/0,0,5,5,1,1,0,0,0,2
常规赛,9,猛龙,胜,班顿,6,0/1,0/1,0/0,0,0,0,0,0,0,0,0,0
常规赛,9,猛龙,胜,米哈伊柳克,5,0/2,0/2,0/0,0,0,0,0,0,0,1,0,0
常规赛,9,猛龙,胜,布里塞特,5,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0
常规赛,10,尼克斯,胜,霍乐迪,37,5/9,3/5,1/1,4,3,7,2,2,0,2,0,14
常规赛,10,尼克斯,胜,怀特,31,1/7,1/3,0/0,1,1,2,4,2,1,1,1,3
常规赛,10,尼克斯,胜,塔特姆,39,13/23,5/12,4/5,1,5,6,7,5,1,3,0,35
常规赛,10,尼克斯,胜,布朗,36,7/18,2/9,6/6,1,4,5,6,3,1,3,1,22
常规赛,10,尼克斯,胜,波尔津吉斯,33,7/11,3/6,4/4,1,5,6,3,5,0,1,1,21
常规赛,10,尼克斯,胜,霍福德,22,1/2,0/1,0/0,0,4,4,0,2,0,1,0,2
常规赛,10,尼克斯,胜,豪瑟,21,4/6,4/6,0/0,0,4,4,2,0,0,0,0,12
常规赛,10,尼克斯,胜,普理查德,19,2/3,1/1,0/0,0,3,3,3,3,0,0,0,5
常规赛,11,76人,胜,怀特,36,7/12,4/8,9/10,0,3,3,5,3,1,2,0,27
常规赛,11,76人,胜,霍乐迪,35,8/18,2/9,0/1,2,8,10,3,0,1,1,2,18
常规赛,11,76人,胜,塔特姆,38,10/23,4/10,5/6,2,6,8,6,1,2,3,0,29
常规赛,11,76人,胜,豪瑟,35,3/9,2/8,0/0,1,1,2,2,2,0,0,1,8
常规赛,11,76人,胜,霍福德,29,5/9,4/8,0/0,1,7,8,3,2,0,0,5,14
常规赛,11,76人,胜,普理查德,23,2/5,1/3,0/0,1,1,2,3,0,0,0,0,5
常规赛,11,76人,胜,科内特,19,4/4,0/0,1/2,3,3,6,1,2,1,2,0,9
常规赛,11,76人,胜,米哈伊柳克,15,2/4,1/3,0/0,1,0,1,0,3,1,1,0,5
常规赛,11,76人,胜,班顿,8,1/4,0/1,0/0,1,4,5,0,2,1,0,0,2
常规赛,12,猛龙,胜,霍乐迪,35,5/14,2/4,2/2,2,6,8,5,2,0,1,0,14
常规赛,12,猛龙,胜,怀特,34,4/10,3/8,2/2,0,4,4,5,1,0,1,0,13
常规赛,12,猛龙,胜,塔特姆,37,8/22,1/11,0/0,1,6,7,2,3,1,3,0,17
常规赛,12,猛龙,胜,布朗,36,9/14,3/5,2/3,0,3,3,4,2,1,3,1,23
常规赛,12,猛龙,胜,波尔津吉斯,35,6/13,0/3,2/2,2,10,12,5,3,1,2,3,14
常规赛,12,猛龙,胜,霍福德,23,4/5,3/4,0/0,1,3,4,2,1,0,0,0,11
常规赛,12,猛龙,胜,豪瑟,23,4/7,3/6,0/0,1,2,3,3,0,1,0,0,11
常规赛,12,猛龙,胜,普理查德,17,2/7,1/5,0/0,1,2,3,3,1,1,0,0,5
常规赛,13,灰熊,胜,霍乐迪,37,2/7,1/3,2/2,2,4,6,4,1,0,2,0,7
常规赛,13,灰熊,胜,怀特,34,3/9,2/5,2/2,1,2,3,4,2,0,2,1,10
常规赛,13,灰熊,胜,塔特姆,35,7/13,1/1,5/6,2,7,9,5,4,1,8,1,20
常规赛,13,灰熊,胜,布朗,34,5/16,1/7,1/2,0,6,6,3,4,2,2,2,12
常规赛,13,灰熊,胜,波尔津吉斯,34,9/13,0/3,8/9,2,6,8,1,4,1,2,6,26
常规赛,13,灰熊,胜,豪瑟,22,5/8,5/7,0/0,0,4,4,0,0,2,0,0,15
常规赛,13,灰熊,胜,霍福德,22,2/5,1/3,0/0,2,1,3,2,2,0,0,0,5
常规赛,13,灰熊,胜,普理查德,15,2/5,1/2,2/4,0,3,3,1,0,0,1,0,7
常规赛,13,灰熊,胜,克塔,5,0/1,0/0,0/0,0,2,2,0,1,0,0,0,0
常规赛,13,灰熊,胜,史蒂文斯,3,0/0,0/0,0/0,0,1,1,0,1,0,0,0,0
常规赛,14,黄蜂,负,霍乐迪,37,5/11,1/3,0/2,3,3,6,5,1,1,7,2,11
常规赛,14,黄蜂,负,布朗,34,5/17,0/5,3/4,1,3,4,3,5,0,2,0,13
常规赛,14,黄蜂,负,塔特姆,44,15/28,7/15,8/10,0,13,13,6,1,0,3,2,45
常规赛,14,黄蜂,负,豪瑟,37,1/9,1/9,0/0,0,1,1,1,3,0,1,0,3
常规赛,14,黄蜂,负,波尔津吉斯,34,5/14,1/8,6/10,3,5,8,0,2,2,0,3,17
常规赛,14,黄蜂,负,普理查德,33,8/14,5/8,0/0,2,4,6,3,1,2,0,0,21
常规赛,14,黄蜂,负,科内特,19,2/2,0/0,0/0,0,3,3,0,0,0,0,1,4
常规赛,14,黄蜂,负,布里塞特,17,0/0,0/0,1/2,2,5,7,1,2,0,0,0,1
常规赛,14,黄蜂,负,米哈伊柳克,9,1/2,1/2,0/0,0,0,0,0,0,1,0,0,3
常规赛,15,雄鹿,胜,怀特,35,5/9,3/6,0/0,0,4,4,5,1,1,6,1,13
常规赛,15,雄鹿,胜,霍乐迪,35,1/8,1/5,2/2,1,7,8,1,3,1,2,1,5
常规赛,15,雄鹿,胜,塔特姆,36,7/17,2/9,7/9,0,11,11,4,2,0,2,1,23
常规赛,15,雄鹿,胜,布朗,35,10/16,3/5,3/3,0,2,2,8,1,1,1,0,26
常规赛,15,雄鹿,胜,波尔津吉斯,27,9/15,2/7,1/2,1,5,6,1,5,0,1,0,21
常规赛,15,雄鹿,胜,霍福德,31,4/7,2/3,1/1,1,7,8,6,1,0,0,1,11
常规赛,15,雄鹿,胜,普理查德,21,4/7,2/4,0/0,0,2,2,1,0,0,2,0,10
常规赛,15,雄鹿,胜,豪瑟,20,4/5,2/3,0/0,1,1,2,1,2,0,1,1,10
常规赛,16,魔术,负,布朗,39,6/22,2/8,4/7,0,3,3,2,3,3,3,1,18
常规赛,16,魔术,负,怀特,37,3/9,1/5,9/12,0,5,5,4,1,1,3,1,16
常规赛,16,魔术,负,塔特姆,39,7/16,0/3,12/13,0,5,5,3,3,2,2,0,26
常规赛,16,魔术,负,霍福德,33,1/5,1/5,0/0,0,5,5,3,4,0,1,0,3
常规赛,16,魔术,负,波尔津吉斯,22,4/9,1/4,0/1,1,3,4,2,3,2,2,0,9
常规赛,16,魔术,负,豪瑟,25,4/6,2/4,0/0,1,1,2,0,0,0,1,0,10
常规赛,16,魔术,负,科内特,25,5/6,0/0,2/2,2,4,6,1,2,2,1,2,12
常规赛,16,魔术,负,普理查德,13,1/2,0/0,0/0,0,1,1,2,0,0,1,0,2
常规赛,16,魔术,负,布里塞特,5,0/0,0/0,0/2,0,0,0,0,2,0,0,0,0
常规赛,16,魔术,负,史蒂文斯,1,0/0,0/0,0/0,0,0,0,0,0,0,0,0,0
常规赛,16,魔术,负,班顿,1,0/1,0/0,0/0,0,0,0,0,0,0,0,0,0
常规赛,17,老鹰,胜,怀特,37,5/13,0/6,5/5,2,2,4,11,5,3,3,0,15
常规赛,17,老鹰,胜,班顿,19,3/5,0/1,2/2,2,3,5,1,4,0,1,0,8
常规赛,17,老鹰,胜,塔特姆,39,11/25,5/13,7/10,1,8,9,4,2,2,6,0,34
常规赛,17,老鹰,胜,布朗,36,9/19,2/7,1/2,1,6,7,3,4,1,2,0,21
常规赛,17,老鹰,胜,霍福德,32,3/8,0/5,0/0,3,12,15,3,1,1,0,2,6
常规赛,17,老鹰,胜,豪瑟,32,4/9,4/9,0/0,2,2,4,2,2,0,0,0,12
常规赛,17,老鹰,胜,普理查德,20,2/6,2/6,0/0,0,2,2,0,0,0,0,0,6
常规赛,17,老鹰,胜,克塔,15,3/8,0/0,1/1,6,4,10,0,0,1,0,0,7
常规赛,17,老鹰,胜,科内特,9,2/2,0/0,0/0,1,1,2,0,1,1,0,1,4
常规赛,18,公牛,胜,霍乐迪,33,5/8,4/5,0/0,1,6,7,9,3,1,3,0,14
常规赛,18,公牛,胜,怀特,28,5/7,2/3,2/2,0,3,3,7,4,2,0,0,14
常规赛,18,公牛,胜,塔特姆,36,8/16,2/8,3/3,1,6,7,4,2,0,4,0,21
常规赛,18,公牛,胜,布朗,35,12/23,3/8,3/5,2,6,8,6,1,0,3,1,30
常规赛,18,公牛,胜,霍福德,28,6/8,4/6,0/0,0,9,9,6,3,2,3,3,16
常规赛,18,公牛,胜,普理查德,23,4/10,3/7,0/0,1,4,5,2,0,1,0,0,11
常规赛,18,公牛,胜,豪瑟,21,3/12,2/10,1/2,4,6,10,2,1,0,2,0,9
常规赛,18,公牛,胜,科内特,19,2/3,0/0,0/0,2,1,3,0,3,0,1,3,4
常规赛,18,公牛,胜,班顿,15,2/3,1/2,0/0,0,0,0,0,1,0,0,1,5
常规赛,19,76人,胜,霍乐迪,35,4/11,3/5,2/2,0,5,5,6,2,1,3,0,13
常规赛,19,76人,胜,怀特,32,5/11,3/4,8/8,1,5,6,5,2,1,1,1,21
常规赛,19,76人,胜,布朗,35,8/20,1/4,3/4,1,3,4,0,3,4,3,2,20
常规赛,19,76人,胜,塔特姆,27,6/9,2/5,7/9,0,7,7,4,1,1,7,1,21
常规赛,19,76人,胜,霍福德,33,7/9,2/4,4/4,2,4,6,3,4,1,1,2,20
常规赛,19,76人,胜,豪瑟,26,3/5,3/4,2/2,1,4,5,1,2,1,3,1,11
常规赛,19,76人,胜,普理查德,23,3/7,2/6,2/2,0,2,2,5,1,1,0,0,10
常规赛,19,76人,胜,克塔,10,1/1,0/0,3/4,2,3,5,0,1,0,2,0,5
常规赛,19,76人,胜,班顿,10,2/4,0/1,0/1,3,2,5,1,1,0,0,1,4
常规赛,19,76人,胜,科内特,8,0/0,0/0,0/0,0,1,1,0,1,0,0,0,0
常规赛,20,步行者,负,霍乐迪,38,3/9,1/5,2/2,1,5,6,3,1,1,1,1,9
常规赛,20,步行者,负,怀特,36,7/16,2/9,2/2,0,4,4,8,4,1,5,1,18
常规赛,20,步行者,负,塔特姆,37,13/26,2/8,4/7,1,11,12,6,2,1,2,0,32
常规赛,20,步行者,负,布朗,31,14/23,2/7,0/1,2,7,9,0,6,1,3,2,30
常规赛,20,步行者,负,霍福德,31,1/3,0/1,0/0,2,5,7,4,1,0,2,1,2
常规赛,20,步行者,负,豪瑟,23,5/9,5/7,0/0,2,4,6,1,2,0,0,0,15
常规赛,20,步行者,负,科内特,17,3/5,0/0,0/0,4,0,4,2,2,1,1,4,6
常规赛,20,步行者,负,普理查德,15,0/5,0/4,0/0,0,4,4,2,0,0,0,0,0
常规赛,20,步行者,负,班顿,11,0/1,0/0,0/0,1,3,4,1,1,0,3,0,0
常规赛,21,尼克斯,胜,霍乐迪,35,7/11,1/3,1/1,0,6,6,5,1,2,1,1,16
常规赛,21,尼克斯,胜,怀特,32,10/16,6/10,4/4,2,1,3,3,4,2,0,2,30
常规赛,21,尼克斯,胜,塔特姆,39,8/18,3/9,6/8,0,6,6,5,3,1,0,0,25
常规赛,21,尼克斯,胜,布朗,27,7/13,2/5,1/1,0,0,0,4,5,1,2,1,17
常规赛,21,尼克斯,胜,波尔津吉斯,29,7/13,3/6,4/4,1,2,3,1,2,2,2,0,21
常规赛,21,尼克斯,胜,霍福德,27,5/8,3/6,1/1,2,8,10,2,1,0,2,0,14
常规赛,21,尼克斯,胜,豪瑟,21,0/5,0/5,1/2,1,2,3,1,1,0,0,1,1
常规赛,21,尼克斯,胜,普理查德,19,2/4,1/3,0/0,1,1,2,2,2,0,0,0,5
常规赛,21,尼克斯,胜,科内特,11,2/3,0/0,0/0,1,0,1,1,0,0,0,0,4
常规赛,22,骑士,胜,怀特,37,5/9,5/8,2/2,0,4,4,4,3,1,1,2,17
常规赛,22,骑士,胜,霍乐迪,34,4/7,3/5,0/0,2,2,4,2,3,3,1,1,11
常规赛,22,骑士,胜,塔特姆,41,7/19,2/9,9/9,0,10,10,5,3,0,4,2,25
常规赛,22,骑士,胜,布朗,35,10/17,1/5,4/4,1,1,2,4,1,1,3,1,25
常规赛,22,骑士,胜,波尔津吉斯,32,5/16,2/6,9/9,3,7,10,3,1,1,3,2,21
常规赛,22,骑士,胜,霍福德,22,1/3,0/2,0/0,2,3,5,1,0,1,0,0,2
常规赛,22,骑士,胜,豪瑟,20,3/5,3/4,0/0,1,2,3,1,1,0,0,0,9
常规赛,22,骑士,胜,普理查德,12,2/5,2/5,0/0,0,3,3,3,1,2,1,1,6
常规赛,22,骑士,胜,科内特,8,1/3,0/0,2/2,3,1,4,0,0,0,0,0,4
常规赛,23,骑士,胜,霍乐迪,37,7/11,1/3,0/0,2,1,3,4,2,0,2,0,15
常规赛,23,骑士,胜,怀特,35,5/10,2/4,2/2,2,3,5,3,0,3,3,0,14
常规赛,23,骑士,胜,塔特姆,36,9/22,3/10,6/8,3,8,11,3,1,0,3,3,27
常规赛,23,骑士,胜,布朗,36,10/20,2/5,0/0,2,3,5,5,3,2,2,0,22
常规赛,23,骑士,胜,波尔津吉斯,31,5/11,1/6,7/8,1,5,6,0,2,1,3,2,18
常规赛,23,骑士,胜,霍福德,24,3/4,1/2,0/0,3,7,10,3,1,0,0,1,7
常规赛,23,骑士,胜,豪瑟,18,3/3,3/3,0/0,0,0,0,1,2,0,0,0,9
常规赛,23,骑士,胜,普理查德,14,0/1,0/1,0/0,0,3,3,2,1,0,0,1,0
常规赛,23,骑士,胜,史蒂文斯,9,1/3,0/2,2/2,0,1,1,1,3,1,0,1,4
常规赛,24,魔术,胜,怀特,30,7/15,3/7,2/2,1,3,4,8,0,4,1,1,19
常规赛,24,魔术,胜,霍乐迪,28,2/7,2/3,0/0,1,3,4,4,2,2,0,1,6
常规赛,24,魔术,胜,塔特姆,39,11/22,2/9,6/9,0,6,6,4,3,0,2,0,30
常规赛,24,魔术,胜,布朗,30,8/15,0/5,2/3,0,3,3,4,0,0,2,1,18
常规赛,24,魔术,胜,史蒂文斯,14,3/7,1/3,1/2,1,2,3,0,2,2,1,1,8
常规赛,24,魔术,胜,豪瑟,31,4/8,3/6,0/0,2,5,7,4,1,4,1,0,11
常规赛,24,魔术,胜,普理查德,28,7/10,6/7,1/2,1,2,3,5,4,1,0,0,21
常规赛,24,魔术,胜,克塔,18,2/3,0/0,0/0,2,1,3,1,6,1,1,3,4
常规赛,24,魔术,胜,布里塞特,16,4/4,1/1,2/2,1,0,1,1,4,0,2,0,11
常规赛,24,魔术,胜,米哈伊柳克,5,0/1,0/1,0/0,0,0,0,0,0,0,0,0,0
常规赛,25,魔术,胜,霍乐迪,34,6/12,2/5,0/0,1,5,6,0,2,0,3,2,14
常规赛,25,魔术,胜,怀特,27,4/9,1/5,1/1,0,5,5,4,1,1,2,3,10
常规赛,25,魔术,胜,布朗,34,12/20,5/8,2/2,1,4,5,6,4,1,2,1,31
常规赛,25,魔术,胜,塔特姆,31,8/21,4/6,3/4,3,5,8,3,3,0,1,1,23
常规赛,25,魔术,胜,波尔津吉斯,29,6/12,2/4,1/1,1,9,10,0,2,1,4,1,15
常规赛,25,魔术,胜,霍福德,24,3/7,2/3,0/0,1,7,8,2,2,0,0,1,8
常规赛,25,魔术,胜,普理查德,21,2/5,1/1,0/0,2,4,6,3,3,0,1,1,5
常规赛,25,魔术,胜,豪瑟,16,2/5,0/3,0/0,1,1,2,0,0,1,1,0,4
常规赛,25,魔术,胜,克塔,16,1/2,0/0,0/0,0,3,3,0,1,0,0,0,2
常规赛,25,魔术,胜,班顿,2,1/2,0/1,0/0,0,0,0,0,0,0,0,0,2
常规赛,25,魔术,胜,布里塞特,2,0/0,0/0,0/0,0,2,2,0,0,0,0,0,0
常规赛,25,魔术,胜,史蒂文斯,2,0/0,0/0,0/0,0,0,0,0,1,0,0,0,0
常规赛,26,勇士,负,怀特,40,11/24,7/18,1/2,2,5,7,3,2,0,0,3,30
常规赛,26,勇士,负,霍乐迪,36,5/12,1/5,2/2,1,6,7,1,5,2,1,0,13
常规赛,26,勇士,负,布朗,41,10/22,1/4,7/8,3,5,8,7,2,0,4,1,28
常规赛,26,勇士,负,塔特姆,41,5/17,2/9,3/3,3,5,8,7,0,2,0,0,15
常规赛,26,勇士,负,霍福德,38,4/14,3/10,2/2,2,10,12,6,1,0,2,1,13
常规赛,26,勇士,负,克塔,21,5/8,0/0,0/0,6,4,10,1,0,1,0,0,10
常规赛,26,勇士,负,豪瑟,21,0/7,0/6,0/0,1,2,3,1,2,0,0,0,0
常规赛,26,勇士,负,普理查德,19,4/6,3/5,0/0,0,0,0,2,1,0,1,0,11
常规赛,26,勇士,负,布里塞特,5,3/3,0/0,0/0,0,0,0,0,0,1,0,0,6
常规赛,26,勇士,负,米哈伊柳克,2,0/1,0/1,0/0,0,0,0,0,0,0,0,0,0
常规赛,27,国王,胜,霍乐迪,34,7/13,4/6,3/3,2,6,8,10,1,2,3,1,21
常规赛,27,国王,胜,怀特,29,10/13,6/9,2/3,1,1,2,7,1,1,1,3,28
常规赛,27,国王,胜,豪瑟,35,4/6,2/4,0/0,0,5,5,1,3,0,0,0,10
常规赛,27,国王,胜,布朗,29,11/21,0/3,6/7,1,4,5,6,2,0,0,0,28
常规赛,27,国王,胜,波尔津吉斯,29,7/11,3/4,7/8,2,7,9,2,3,0,3,6,24
常规赛,27,国王,胜,普理查德,29,6/12,6/11,2/3,0,4,4,4,1,1,1,0,20
常规赛,27,国王,胜,克塔,19,3/8,0/0,0/0,4,4,8,0,5,1,1,0,6
常规赛,27,国王,胜,布里塞特,17,1/1,1/1,0/0,2,3,5,2,0,0,0,0,3
常规赛,27,国王,胜,米哈伊柳克,16,1/6,0/4,0/0,2,2,4,3,1,1,0,0,2
常规赛,27,国王,胜,史蒂文斯,2,1/1,0/0,0/0,0,0,0,0,0,0,0,0,2
常规赛,28,快船,胜,怀特,29,5/12,3/10,5/5,0,3,3,3,2,0,2,3,18
常规赛,28,快船,胜,霍乐迪,28,8/12,4/6,0/0,3,3,6,7,1,1,1,0,20
常规赛,28,快船,胜,塔特姆,30,9/16,5/10,7/9,0,5,5,2,0,1,2,0,30
常规赛,28,快船,胜,布朗,29,9/17,3/6,3/4,3,3,6,2,2,1,3,0,24
常规赛,28,快船,胜,霍福德,27,2/6,2/5,0/0,0,7,7,5,2,1,0,2,6
